1, 482.4
2, 478.75
3, 479.9
4, 479.05
5, 482.4
6, 482.2
7, 483.5
8, 479.65
9, 480.95
10, 479.45
11, 482.55
12, 483.8
13, 486.1
14, 482.85
15, 482.35
16, 483.65
17, 479.55
18, 480
19, 483.75
20, 481.5
21, 484.65
22, 484.05
23, 484.1
24, 485
25, 482.9
26, 486.15
27, 483.05
28, 485
29, 482.85
30, 486.5
31, 485.8
32, 483.35
33, 494.75
34, 857.3
35, 2398.35
36, 3565.75
37, 3846.35
38, 3885.2
39, 3950.75
40, 3950.2
41, 3925.3
42, 3932.8
43, 3941.6
44, 3926.4
45, 3947.4
46, 3930.15
47, 3958.65
48, 3913.95
49, 3934.75
50, 3963.5
51, 3979.8
52, 3963.8
53, 3962.35
54, 3961.3
55, 3955.85
56, 3933.7
57, 3955.65
58, 3947.9
59, 3944.2
60, 3948.5
61, 3951.95
62, 3974.75
63, 3964.35
64, 3948
65, 3944.95
66, 3972.85
67, 3945.6
68, 3929.35
69, 3891.2
70, 3771.6
71, 3074.25
72, 1184.3
73, 525.65
74, 479.2
75, 481.75
76, 482.3
77, 480.95
78, 479.5
79, 480.25
80, 480.35
81, 478.95
82, 479.55
83, 479.6
84, 478.2
85, 480.65
86, 480.75
87, 483.5
88, 483.95
89, 481.45
90, 480.6
91, 477.35
92, 477.55
93, 481.55
94, 484.55
95, 484.35
96, 483.05
97, 482.3
98, 481.4
99, 480.9
100, 482.3
101, 481.85
102, 480.65
103, 480.8
104, 480.65
105, 479.9
106, 479.6
107, 483.75
108, 483.6
