1, 482.9
2, 480.7
3, 487
4, 480.4
5, 480.1
6, 486.6
7, 483.5
8, 481.4
9, 480.2
10, 485.6
11, 485.8
12, 485.2
13, 484.4
14, 482
15, 482.7
16, 477.9
17, 480.8
18, 480.1
19, 481.9
20, 482.6
21, 484.2
22, 481.4
23, 480.7
24, 482.2
25, 486
26, 478.4
27, 479
28, 480.1
29, 476.1
30, 475.6
31, 478.9
32, 477.3
33, 473.8
34, 478.3
35, 477.7
36, 511.7
37, 556.6
38, 756.3
39, 1044.8
40, 1603.3
41, 2213.5
42, 2959.6
43, 3460.8
44, 3737.7
45, 3902
46, 3902.2
47, 3972.9
48, 3930.3
49, 3980.9
50, 3940.4
51, 3939.2
52, 3924.9
53, 3932
54, 3970.3
55, 3935.5
56, 3950.1
57, 3956.8
58, 3962.3
59, 4016.6
60, 3966.5
61, 3977.3
62, 3977.5
63, 3974.8
64, 3979.6
65, 3949
66, 3961.6
67, 3992
68, 3977.4
69, 3966.5
70, 3914.1
71, 3958.7
72, 3940
73, 3903
74, 3817.6
75, 3669.4
76, 3340.8
77, 2719.9
78, 2030.3
79, 1438.5
80, 912.7
81, 661.1
82, 556.3
83, 531.9
84, 481.4
85, 497.3
86, 490.8
87, 473.5
88, 478.4
89, 483.1
90, 483.3
91, 488.6
92, 484.6
93, 480
94, 486.8
95, 481.6
96, 478.1
97, 482
98, 483.9
99, 480.4
100, 483.9
101, 482.9
102, 483.4
103, 484.3
104, 486.6
105, 486.2
106, 482
107, 484.3
108, 485.4
