1, 530
2, 542.4
3, 584.3
4, 534.1
5, 545.6
6, 568.1
7, 537.6
8, 553.4
9, 604.1
10, 646.6
11, 650.9
12, 721.4
13, 731.5
14, 699.2
15, 709.7
16, 830.3
17, 850.4
18, 855.6
19, 957.3
20, 915.7
21, 1019.4
22, 1186.7
23, 1178.3
24, 1172.2
25, 1232.3
26, 1378.1
27, 1374.4
28, 1454.9
29, 1570.4
30, 1637.8
31, 1586.8
32, 1803.7
33, 1871.5
34, 2021.5
35, 1968.8
36, 2042.7
37, 2156.5
38, 2158.4
39, 2261.6
40, 2325.3
41, 2346.8
42, 2529.1
43, 2565.5
44, 2553.9
45, 2608.8
46, 2646.8
47, 2740.3
48, 2749.3
49, 2580.1
50, 2642
51, 2577.9
52, 2589.9
53, 2615.5
54, 2539.7
55, 2444.4
56, 2426.9
57, 2283.1
58, 2264.3
59, 2160.6
60, 2184.5
61, 2035.2
62, 1925.2
63, 1804.3
64, 1753.2
65, 1737
66, 1616.9
67, 1613.7
68, 1502.3
69, 1365.1
70, 1427.2
71, 1396.1
72, 1165.2
73, 1238.2
74, 1088.3
75, 1132
76, 1120.8
77, 1007
78, 998.7
79, 891.7
80, 879.4
81, 879.3
82, 869.5
83, 864.9
84, 805.8
85, 788.1
86, 671.1
87, 712.7
88, 699.4
89, 683.8
90, 690.2
91, 670.8
92, 629.7
93, 635.6
94, 617.1
95, 568.9
96, 588.4
97, 556.4
98, 563.6
99, 514
100, 554.7
101, 521.5
102, 512.1
103, 517.6
104, 515.7
105, 526.2
106, 514.1
107, 531.1
108, 527.9
