1, 1031.45
2, 1035.83
3, 1035.72
4, 1030.47
5, 1036.55
6, 1035.5
7, 1033.7
8, 1028.38
9, 1034.13
10, 1030.65
11, 1027.03
12, 1030.13
13, 1036.58
14, 1033.13
15, 1028.63
16, 1032.35
17, 1034.58
18, 1035.63
19, 1031.68
20, 1035
21, 1035.38
22, 1038.1
23, 1036.33
24, 1031.45
25, 1035.68
26, 1029.95
27, 1034.03
28, 1039.97
29, 1037.08
30, 1032.88
31, 1035.63
32, 1033.3
33, 1039.08
34, 1030.05
35, 1031.58
36, 1034.83
37, 1033.28
38, 1038.3
39, 1028.8
40, 1043.33
41, 1038.55
42, 1036.58
43, 1034.03
44, 1033.65
45, 1039.18
46, 1035.63
47, 1032.83
48, 1034.15
49, 1034.8
50, 1032.08
51, 1021.68
52, 1030.93
53, 1030.95
54, 1031.93
55, 1035.25
56, 1037.47
57, 1034.1
58, 1032.68
59, 1029.25
60, 1028.03
61, 1037.95
62, 1041.18
63, 1036.65
64, 1030.93
65, 1033.68
66, 1033.5
67, 1036.68
68, 1037.18
69, 1041.43
70, 1032.05
71, 1032.3
72, 1036.45
73, 1031.5
74, 1034.97
75, 1036.55
76, 1034.38
77, 1038.4
78, 1033.72
79, 1033.5
80, 1032.47
81, 1032.08
82, 1041.58
83, 1038.88
84, 1034.33
85, 1034.72
86, 1030.88
87, 1042.1
88, 1036.75
89, 1033.38
90, 1032.3
91, 1033.85
92, 1039.78
93, 1037.93
94, 1041.5
95, 1038.13
96, 1032.75
97, 1030.18
98, 1042.05
99, 1033.18
100, 1038.58
