1, 486.5
2, 509.2
3, 481.8
4, 493.3
5, 524
6, 496.3
7, 525.7
8, 512.6
9, 515.2
10, 594.8
11, 547.8
12, 599.2
13, 568.3
14, 613.6
15, 643.1
16, 715.4
17, 657.9
18, 738.5
19, 702.2
20, 771.8
21, 926.6
22, 924
23, 980.7
24, 1119.1
25, 1101.5
26, 1212
27, 1413.7
28, 1460.2
29, 1674.4
30, 1796.6
31, 1912.1
32, 2182.9
33, 2344.5
34, 2483.6
35, 2654.1
36, 2721.7
37, 3030.1
38, 3006.5
39, 3208.4
40, 3366.8
41, 3376.5
42, 3499.8
43, 3561.6
44, 3558.9
45, 3654.1
46, 3694.2
47, 3642.6
48, 3673.8
49, 3587.4
50, 3595.2
51, 3428.2
52, 3510.8
53, 3466.2
54, 3422.9
55, 3164.4
56, 3185.8
57, 3168.7
58, 2945.8
59, 2785.9
60, 2662.6
61, 2645.4
62, 2434.3
63, 2363.9
64, 2233.5
65, 2220.9
66, 1996.2
67, 1939.8
68, 1783.5
69, 1545.1
70, 1520.8
71, 1484.9
72, 1359.4
73, 1203.2
74, 1179.7
75, 1064.6
76, 1075.9
77, 1096.4
78, 968.7
79, 862
80, 872.4
81, 810.1
82, 738.4
83, 754
84, 695.1
85, 707.5
86, 673.4
87, 592
88, 606.3
89, 623.1
90, 504.9
91, 580.4
92, 570.8
93, 516.9
94, 556.9
95, 500.8
96, 517.2
97, 520.5
98, 505.1
99, 484.1
100, 488
101, 478.8
102, 492.7
103, 482.2
104, 477.8
105, 490.8
106, 493.9
107, 489.4
108, 504
