1, 578.1
2, 530.8
3, 565.9
4, 606.9
5, 585.6
6, 700.8
7, 620.2
8, 641.6
9, 655.6
10, 663.7
11, 711.6
12, 746.5
13, 697.3
14, 840.7
15, 852.3
16, 818.6
17, 1004.4
18, 939.9
19, 1116.2
20, 1036.7
21, 1020.5
22, 1118.7
23, 1138.2
24, 1202.5
25, 1305.6
26, 1399.8
27, 1347.3
28, 1375.3
29, 1585.8
30, 1491.8
31, 1674
32, 1636.8
33, 1767.4
34, 1827.9
35, 1754
36, 1851.9
37, 2040.3
38, 2016.6
39, 2088.7
40, 2075.3
41, 2106.9
42, 2068.8
43, 2097.8
44, 2052.1
45, 2220.9
46, 2164.8
47, 2296.2
48, 2254.7
49, 2191.9
50, 2124.4
51, 2213.3
52, 2031.8
53, 2152.2
54, 1995
55, 1927.8
56, 1952.3
57, 1947.3
58, 1909.9
59, 1810.1
60, 1816.9
61, 1638.5
62, 1741.9
63, 1579.5
64, 1425.6
65, 1470.7
66, 1474.4
67, 1406.9
68, 1303.9
69, 1234.9
70, 1311.9
71, 1167.6
72, 1122.6
73, 1141.5
74, 1032.9
75, 1073.3
76, 899.4
77, 928.5
78, 894.4
79, 926.7
80, 901.1
81, 822.7
82, 778.9
83, 752.3
84, 793.9
85, 748
86, 669.8
87, 727.7
88, 722.5
89, 652.7
90, 634.3
91, 664.2
92, 656.6
93, 621.5
94, 616.2
95, 582.7
96, 599.2
97, 585.8
98, 598.1
99, 580.5
100, 540.3
101, 546.4
102, 528.8
103, 529.4
104, 542.6
105, 558.9
106, 547
107, 563.4
108, 550.5
