1, 493.7
2, 497.9
3, 504.5
4, 506.6
5, 524.5
6, 495.7
7, 515.9
8, 548.4
9, 565.8
10, 573.3
11, 562.9
12, 600.7
13, 627.9
14, 641.2
15, 694.6
16, 791.9
17, 814.1
18, 750.5
19, 775.5
20, 827.8
21, 893.1
22, 989.2
23, 1069.3
24, 1118.7
25, 1157.9
26, 1274.3
27, 1328.9
28, 1418.8
29, 1555.8
30, 1568.9
31, 1614.6
32, 1778
33, 1965.5
34, 1928.4
35, 2166.4
36, 2265.3
37, 2281.5
38, 2677.2
39, 2716.6
40, 2809.2
41, 2687.5
42, 3016.9
43, 3013.7
44, 2918.1
45, 3084.8
46, 3166.7
47, 3185.4
48, 3160
49, 3228.6
50, 3140.9
51, 3268.5
52, 3181.3
53, 3100.2
54, 3041
55, 2927.1
56, 2829.7
57, 2856.3
58, 2822.6
59, 2645.4
60, 2471.3
61, 2309.6
62, 2254
63, 2091.8
64, 2079.5
65, 1994.6
66, 1830.8
67, 1628.3
68, 1671.1
69, 1550.6
70, 1502.8
71, 1434.1
72, 1337.3
73, 1199
74, 1177.6
75, 1234.2
76, 1090.1
77, 1037.4
78, 921
79, 986.4
80, 836.8
81, 752.5
82, 860.6
83, 789.6
84, 801.7
85, 746.2
86, 716.7
87, 648.5
88, 647.3
89, 618.2
90, 618.9
91, 620.4
92, 575.2
93, 581.8
94, 601
95, 568.9
96, 520.4
97, 533.6
98, 551.3
99, 538.7
100, 523.8
101, 500.7
102, 505.1
103, 510.3
104, 508.3
105, 526.8
106, 493.4
107, 516.9
108, 497.6
